title,rank,username,upDate,eyeNum,commentNum
[原创]第二题,优秀,彭pxx,・2018-12-4 08:37, 1019, 0

[原创]2018看雪&TSRC CTF第二题WP,优秀,mratlatsn,・2018-12-4 07:27, 1095, 0

[看雪CTF.TSRC 2018 团队赛][分析] 第二题 半加器,优秀,Riatre,・2018-12-3 23:30, 1206, 0

[原创][CTF.TSRC 2018]第二题-半加器(速解),优秀,supercolin,・2018-12-3 23:23, 1059, 0

[原创]看雪CTF.TSRC 2018 团队赛 第二题 半加器 writeup,精华,Roger,・2018-12-3 22:53, 1432, 0

[原创]CTF2018第二题半加器 writeup,优秀,leavesth,・2018-12-3 22:26, 1449, 0

[原创]第二题 半加器,优秀,diycode,・2018-12-3 21:44, 1168, 0

[原创]看雪CTF.TSRC 2018 團隊赛 半加器WP,优秀,KwaiChing,・2018-12-3 21:06, 984, 0

[原创]看雪CTF.TSRC 2018 团队赛第二题,关注,大帅锅,・2018-12-3 20:47, 1186, 0

[原创]看雪CTF.TSRC 2018 团队赛 第二题 半加器 write up,优秀,顾言庭,・2018-12-3 19:46, 1496, 0

[原创]第二题writeup,关注,simpower,・2018-12-3 19:39, 1153, 0

看雪CTF.TSRC 2018 团队赛-第2题,优秀,风间仁,・2018-12-3 17:22, 1746, 1

[原创]第二题 半加器,关注,Kael,・2018-12-3 17:07, 1118, 0

[原创]CTF2018第二题WP,优秀,冰琥珀,・2018-12-3 15:40, 1012, 0

[原创]半加器wp,优秀,月落之汀,・2018-12-3 15:30, 1405, 0

[原创]看雪CTF.TSRC 2018 团队赛 - 半加器Writeup,优秀,Iamakiller,・2018-12-3 14:39, 1025, 0

[原创] 看雪CTF.TSRC 2018 -  半加器,优秀,aqs,・2018-12-3 14:29, 927, 0

[原创] 看雪CTF.TSRC 2018 团队赛 第二题 半加器  解题过程,优秀,lacoucou,・2018-12-3 14:21, 1010, 0

[原创]看雪CTF.TSRC 2018 团队赛 第二题 半加器,优秀,poyoten,・2018-12-3 13:12, 1586, 1

[原创]关于LOL动态皮肤修改的逆向与实现,精华,PlaneJun,・2018-12-3 09:18, 11292, 27

[原创]CVE-2015-2370之DCOM DCE/RPC协议原理详细分析,精华,王cb,・2018-12-2 20:55, 9085, 2

[原创]手工添加外部DLL输入表并调用添加函数,优秀,lrtlrt,・2018-12-2 16:06, 6051, 4

[原创]Win10 X64下SSDT表中的函数地址计算公式,关注,yvqvan,・2018-12-2 04:15, 6127, 8

[原创]纯手工完美恢复IAT,精华,lrtlrt,・2018-12-1 21:19, 7216, 9

[分享][原创]小型PE查看器,关注,Guxy,・2018-12-1 20:17, 2656, 4

[翻译]越狱主要步骤揭秘,优秀,daemond,・2018-12-1 19:15, 6921, 3

[原创]微信PC端技术研究-消息防撤销,优秀,anhkgg,・2018-11-30 23:24, 5997, 11

[原创]pwnable.kr uaf,优秀,一只猪儿虫,・2018-11-30 17:36, 6315, 0

[原创]x86/x64处理器实现调试者的自我调试,优秀,dsjflw,・2018-11-30 15:08, 2159, 4

[原创] CVE-2014-0322 IE与Flash结合利用 绕过ASLR+DEP,优秀,来杯柠檬红茶,・2018-11-30 05:20, 3878, 1

[原创]2018bctf three,精华,oguri,・2018-11-29 21:57, 8397, 3

[原创]CVE-2010-3333 简单的栈溢出漏洞复现（适合新手）,优秀,F4our444,・2018-11-29 21:39, 3514, 0

[原创]一种通用DLL劫持技术研究,优秀,anhkgg,・2018-11-29 17:24, 23190, 40

[翻译] VT杀毒厂商引擎比较,关注,jbtzhm,・2018-11-29 06:00, 6086, 7

[原创]我的二进制漏洞挖掘方法思路（不仅是fuzz）希望有缘人指点,关注,internetH,・2018-11-28 22:29, 7909, 6

[翻译]Powershell 代码反混淆技术研究,优秀,skeep,・2018-11-28 21:25, 9152, 4

[原创]X-NUCA revenge骚思路getshell,优秀,V1NKe,・2018-11-28 19:08, 7194, 4

[原创]攻破国内某大型app抓包hook签名检测，居然只是想替它实现懒人自动下一条视频播放？,优秀,Good good study,・2018-11-27 10:53, 13779, 28

[原创]漏洞之永恒之蓝（简单复现）,关注,Lǎn māo,・2018-11-26 20:21, 7562, 8

[原创]第二题 半加器设计思路,优秀,zengYx,・2018-11-26 18:33, 1421, 7

[原创]看雪CTF从入门到存活（三）一种完美,优秀,Venessa,・2018-11-26 16:17, 2344, 5

[分享][原创]Win7 x86 SSDT Inline Hook,优秀,aniquest,・2018-11-26 15:34, 5041, 11

[原创]CVE-2012-1889 Win7 通过GUID加载dll库绕过ASLR+DEP,精华,来杯柠檬红茶,・2018-11-25 16:50, 5577, 4

[原创]Frida Bypass Android SSL pinning example 1,关注,Imyang,・2018-11-24 23:44, 5991, 5

[翻译]365天后：使用公开工具发现并利用Safari Bugs,优秀,0sWalker,・2018-11-24 21:01, 3227, 0

[翻译]自启动方式 No.93（大意）,优秀,yyyang,・2018-11-24 20:09, 3556, 3

似水流年,优秀,roysue,・2018-11-24 17:10, 11544, 53

[原创]pwnable.kr passcode,优秀,一只猪儿虫,・2018-11-24 16:34, 11298, 4

[翻译]如何将 PHP Phar 包转化成图像以绕过文件类型检测,优秀,Logdty,・2018-11-24 16:30, 3027, 0

[原创] honggfuzz漏洞挖掘技术深究系列,精华,riusksk,・2018-11-24 13:24, 16328, 24

[原创]适配古河大佬的注入工具到 AndroidN+,优秀,longpoxin,・2018-11-24 10:01, 5036, 8

[原创]linux kernel pwn笔记,精华,obfuscation,・2018-11-24 01:32, 7469, 9

[原创]win10 x64双机调试处理方法,关注,冰小鸿,・2018-11-23 13:52, 7732, 11

[原创]初识堆喷射及事例(暴雷漏洞)分析,优秀,F4our444,・2018-11-23 11:11, 6335, 17

[原创] 如何优雅的延长JEB demo的有效期,优秀,kimoh,・2018-11-23 10:50, 9622, 16

[翻译]针对微软活动目录的高级攻击:检测和缓解,优秀,wangring,・2018-11-21 00:00, 3725, 3

[原创]Glibc Heap 利用之初识 Unlink,优秀,FantomeAndyi,・2018-11-20 20:53, 8663, 9

[原创][注册机]-[editplus-5.0]-[逆向流程+算法分析],精华,Weaving,・2018-11-20 15:53, 5179, 5

[翻译]IoT 渗透测试系列文章 Part 1,优秀,Vancir,・2018-11-20 11:34, 5006, 9

[原创]LCTF 2018 easy_heap,优秀,Auxy,・2018-11-20 03:29, 13515, 8

[原创]参加 看雪·TSRC CTF 2018 防守 题目提交,优秀,gxustudent,・2018-11-19 19:39, 1456, 1

[翻译]WebAssembly的静态手动逆向分析,优秀,欢歌笑语,・2018-11-19 18:58, 4993, 1

漏洞战争CVE-2010-2883  小白分析 望大佬指点迷津,优秀,F4our444,・2018-11-19 17:52, 8058, 6

[原创]ECU Hacking(0)-前言,关注,vasthao,・2018-11-19 00:08, 16559, 19

[原创]IDA动态调试ELF,精华,无名无名氏,・2018-11-18 10:21, 13588, 8

[原创]<0day安全 堆溢出>,关注,一只猪儿虫,・2018-11-17 22:57, 6219, 6

[原创]在win7 x64下做个复杂的内核绘制(有码续集),优秀,万剑归宗,・2018-11-17 18:36, 6586, 17

[推荐]个人所得计算器（好玩的）,关注,aihacker,・2018-11-16 22:35, 1401, 0

[翻译]虚拟化是如何工作的（第二部分 内存虚拟化）,优秀,Green奇,・2018-11-16 18:42, 5604, 6

[翻译]深入理解编译器,优秀,sudozhange,・2018-11-16 12:54, 15172, 18

[原创]cocos2d游戏图片资源解密,关注,skyun,・2018-11-15 16:48, 9108, 6

[原创]发两个BSOD的代码，仅供娱乐,关注,houjingyi,・2018-11-15 10:31, 2633, 9

[原创]2018东华杯momo_server详解,精华,V1NKe,・2018-11-15 09:52, 7843, 4

[原创]CVE-2017-11882分析调试,关注,从黎明到衰落,・2018-11-13 22:04, 6462, 3

[原创]某易Unity客户端保护浅析与绕过,优秀,老skr江,・2018-11-13 21:34, 8887, 14

体验加壳过程,关注,Jabez,・2018-11-13 21:16, 6919, 8

[原创] CVE-2010-0249 IE极光漏洞深入分析,优秀,来杯柠檬红茶,・2018-11-13 18:09, 6353, 3

[翻译] 4 种常见“无文件”攻击技术解析,优秀,StrokMitream,・2018-11-12 21:53, 5831, 2

[原创][HCTF-2018] Rev-Spiral -解题思路,优秀,奈沙夜影,・2018-11-12 20:44, 2837, 1

[原创]AppStore GSA流程分析,优秀,chpeagle,・2018-11-12 19:34, 25209, 20

[原创][HCTF-2018] Rev-Spiral -出题思路 及VT在ctf中的初尝试,精华,vvv_347,・2018-11-12 19:07, 6501, 9

[分享]小白学习CVE-2017-11882漏洞过程,优秀,azhankai,・2018-11-12 17:50, 7821, 11

[推荐][原创] 机器特工-阿凡达的进击之路,关注,Editor,・2018-11-12 09:42, 2925, 4

[求助]...,优秀,junkboy,・2018-11-12 02:43, 7102, 14

[原创]硬件调试入门（一）：示波器和万用表的常用操作,优秀,r0Cat,・2018-11-11 17:12, 11442, 2

[原创]一种函数级变深度循环递归加密的JavaScript代码加密引擎,精华,r0Cat,・2018-11-10 19:16, 10429, 12

[原创]关于010EditorV9.0的暴力破解,优秀,Iam0x17,・2018-11-10 14:18, 7379, 13

[原创]快过年了，最暴力的微信骰子作弊方法（附分析过程），不是hook~~~,优秀,Good good study,・2018-11-8 19:45, 11492, 21

[原创]Null混淆,关注,珍惜Any,・2018-11-8 16:16, 8338, 20

[原创]在win7 x64下做个简单的内核绘制,精华,万剑归宗,・2018-11-8 10:09, 8278, 18

[原创]分析半斤八两的全新的反调试第1季(无需网络)帖子报告,精华,黑手鱼,・2018-11-7 22:15, 5095, 7

[原创] 利用**加固逻辑漏洞取巧脱壳,优秀,卓桐,・2018-11-7 18:28, 8343, 14

[翻译]滥用User DPAPI进行攻击的操作指南,优秀,0sWalker,・2018-11-6 09:09, 6826, 2

[原创]记录一次脱壳，代理无法抓包，直接Hook网络请求的操作,关注,Good good study,・2018-11-5 23:16, 15426, 18

[原创]MoonU安全学习笔记之顶层异常处理函数,优秀,MoonU,・2018-11-5 14:37, 2960, 1

[讨论]Meterpreter技术原理：载荷执行,优秀,lollipop,・2018-11-5 09:56, 7623, 7

[推荐]当佛系黑客，遇见『光猫』,关注,Editor,・2018-11-5 09:24, 6677, 12

[翻译]“我能立刻毁了你的生意”：一个劫持SIM卡并窃取账户的勒索事件,优秀,hanbingxzy,・2018-11-4 22:34, 2461, 0

[原创][原创]EXE导入表解析,优秀,1lu29e,・2018-11-4 21:46, 4852, 5

[原创]通过chkrootkit学习如何在linux下检测RootKit,优秀,giantbranch,・2018-11-2 17:54, 2499, 0

[分享]MIUI稳定版刷机+部分root获取+xp安装记录,优秀,Yougar,・2018-11-1 21:05, 7320, 0

Bassen的《越狱恩仇录》in JD-HITB 越狱大神首度公开跟中国应用商店py细节,优秀,roysue,・2018-11-1 17:00, 3815, 3

[翻译]Android 8.1 默认打印服务的中间人攻击漏洞披露,优秀,lumou,・2018-10-31 15:06, 2008, 0

[原创]2017-8890堆喷的一些思考,优秀,wule,・2018-10-29 23:46, 6741, 12

[原创]代码二次开发 C语言实现给自己的PE文件添加一个section（区段）,优秀,For@*,・2018-10-29 23:27, 4491, 4

[翻译]蜜罐搭建以及样本处理,优秀,Adventure,・2018-10-29 14:40, 4191, 1

原创]MoonU安全学习笔记之内联Hook,优秀,MoonU,・2018-10-29 13:41, 3916, 3

[原创]SECCON 2018 kindvm writeup,优秀,obfuscation,・2018-10-28 23:31, 10232, 2

[原创]漏洞战争-cve-2010-2883,优秀,一只猪儿虫,・2018-10-28 18:20, 2935, 0

[原创]x64跨进程aob搜索,优秀,萌克力,・2018-10-28 15:13, 7630, 7

[原创]代替创建用户线程使用ShellCode注入DLL的小技巧,优秀,はつゆき,・2018-10-28 10:25, 10348, 27

[原创]CF驱动读写开源。不需要开线程就可以直接读出来真实的数据。,关注,BDBig,・2018-10-26 21:20, 14354, 41

[翻译]反-反汇编技术分析,优秀,Adventure,・2018-10-26 14:03, 5598, 11

[原创]某厂某手游保护绕过,优秀,老skr江,・2018-10-26 13:57, 14183, 20

[原创]第一届护网杯线下决赛awd之shell多解,优秀,Ezrak1e,・2018-10-25 21:03, 16088, 2

通过堆上的格式化字符串利用剖析函数栈帧的建立与还原,优秀,iddm,・2018-10-24 17:25, 5924, 0

[原创]关于PIC芯片逆向一些思路,关注,sabason,・2018-10-24 16:59, 3737, 4

[原创枚举内核符号，定位未导出函数地址,关注,whathhh,・2018-10-24 12:37, 5866, 7

[原创]VMP3.2授权分析,精华,HighHand,・2018-10-24 11:27, 33554, 96

[原创] 关于代码混淆以及垃圾代码的处理，第一篇(寄存器混淆),精华,菜鸟级X,・2018-10-22 21:08, 5319, 10

[原创]学校实验室病毒脱壳,关注,wx_咸鱼_785523,・2018-10-22 17:30, 6742, 11

[讨论] Magisk隐藏root的实现,关注,longpoxin,・2018-10-22 11:18, 27491, 13

[原创]crackMe by simpower91,优秀,simpower,・2018-10-20 18:28, 3811, 2

[原创]20170ctf babyheap,优秀,Snowleo,・2018-10-20 12:58, 5381, 0

[原创]PbdViewer v0.1 - PowerBuilder 反编译工具,关注,不懂算法,・2018-10-19 22:35, 7280, 18

[原创]使用“PE文件加区段工具”、“LordPE”、“WinHex”、“OllyDbg”为PE文件添加section、dll（API）,优秀,For@*,・2018-10-19 20:31, 7483, 6

[原创]浅析Seafile网盘apk的端对端加密方式,优秀,顾言庭,・2018-10-18 21:23, 5961, 5

[原创]关于卸载COM的利用,优秀,ISSACASSI,・2018-10-18 01:53, 5673, 7

[原创] 修复 IDA Pro 7.0在macOS Mojave崩溃的问题,关注,malokch,・2018-10-18 00:50, 6596, 8

[原创]Ollydbg插件的编写流程,优秀,Jabez,・2018-10-17 21:28, 6482, 19

[原创]最右APP协议加密算法分析笔记,优秀,尐进,・2018-10-17 14:19, 34026, 18

[原创]PE文件解析 系列文章(二）,优秀,Jabez,・2018-10-16 10:54, 4895, 11

[翻译]X86 汇编：真的是“恐怖”的存在吗？,优秀,StrokMitream,・2018-10-15 21:01, 4914, 11

[翻译]构建木马-第一部分：简单的CMD反向Shell,优秀,jdlxy,・2018-10-15 20:26, 5455, 6

[翻译]通过一次点击打破 macOS 防御,优秀,daemond,・2018-10-15 19:58, 2861, 1

[翻译]Gmail Android app存在不安全的网络安全配置,优秀,Green奇,・2018-10-15 19:35, 2001, 1

[原创]利用TGP接口查数据,优秀,yimingqpa,・2018-10-15 14:52, 8426, 24

[原创]windows 内核系列二: cve-2015-0057 ==> DDCTF kernel pwn第二题,精华,wjzid,・2018-10-15 09:50, 8164, 23

[原创]护网杯 Shopcart writeup,精华,notwolf,・2018-10-14 21:04, 7326, 7

[原创]C语言文件利用读写操作，寻找输入文件中的两个最短字符串,关注,For@*,・2018-10-14 13:37, 3917, 13

[原创]新增节移动重定向表……,优秀,1lu29e,・2018-10-14 01:15, 3416, 4

[原创] 护网杯 RERERE 操作码Disasm,精华,HHHso,・2018-10-13 22:47, 2907, 7

[原创]漏洞利用练手----ctf某题目,关注,wule,・2018-10-13 19:00, 8717, 3

[原创]Teaser Dragon CTF 2018 pwn,优秀,oguri,・2018-10-12 22:48, 4732, 3

[讨论] 【Android/Linux】【ROOT】2018年 Android/Linux root利用和防御技术讨论,关注,心许雪,・2018-10-12 10:25, 3945, 4

[原创]取证分析之逆向服务器提权开启3389远程连接工具,优秀,lipss,・2018-10-12 09:22, 4307, 9

[原创]inctf(ultimateGo),精华,奈沙夜影,・2018-10-11 18:11, 4491, 5

[原创] obfuscator-llvm-3.6.1 的 VS2017 win32 修正编译,关注,tritium,・2018-10-11 17:58, 4122, 5

[翻译]C++ hackers guide中文版,精华,WITHOUTU,・2018-10-11 10:56, 7174, 39

[原创]再战某易的Unity3D mono保护,关注,nsec,・2018-10-11 10:22, 11626, 28

2015 9447ctf search_engine  双解,优秀,iddm,・2018-10-11 09:17, 5613, 4

[原创][新手向] 一步一步学pwntools,优秀,Auxy,・2018-10-10 21:53, 51953, 22

[原创]2014 hack.lu oreo,优秀,Snowleo,・2018-10-10 20:03, 18486, 5

[原创]CVE-2017-11882找漏洞触发位置,优秀,陈chenwei,・2018-10-10 14:33, 2207, 0

[翻译]使用 Sharpshooter + SquibblyTwo 绕过 AMSI 防御的技巧,优秀,Logdty,・2018-10-9 23:57, 1988, 0

[原创]反编译原理(5)-控制流分析,优秀,vasthao,・2018-10-9 23:48, 8112, 19

[翻译]针对MySQL和Mongodb数据库的勒索软件,优秀,skeep,・2018-10-9 23:29, 2351, 0

[原创]如何安全快速地部署多道ctf pwn比赛题目,优秀,giantbranch,・2018-10-9 21:46, 11154, 5

[原创] 人肉跟踪VMProtect入口至出口运行全过程(2)迷你代码还原,优秀,爱吃菠菜,・2018-10-9 18:01, 9128, 16

[原创]Flare-on5 12题 suspicious_floppy writeup,精华,chenzhuoru,・2018-10-8 22:21, 2509, 3

看雪CTF 2018国庆题 WriteUp,优秀,impakho,・2018-10-8 11:57, 3427, 2

[原创]看雪2018国庆题 叹息之墙 解题思路（出题者提供）,精华,看场雪,・2018-10-8 11:56, 4559, 0

[原创]看雪2018国庆CTF 叹息之墙,精华,linkedin,・2018-10-7 14:09, 4444, 2

[原创]cve-2010-2883分析,优秀,V1NKe,・2018-10-6 14:54, 2304, 0

[翻译]嵌入式逆向工程入门：STM32F103C8T6 上 的 FreeRTOS & Libopencm3,优秀,Vancir,・2018-10-5 18:07, 13149, 4

[原创] 抛砖引玉之gcc生成可可携带字符串的shellcode,关注,malokch,・2018-10-5 16:19, 3730, 4

[原创]代码混淆之我见（一）,精华,天水姜伯约,・2018-10-4 14:46, 14186, 34

[原创]反编译原理(2)-中间表示,优秀,vasthao,・2018-10-4 04:04, 9215, 11

[原创]2018看雪国庆CTF——叹息之墙WP,精华,mratlatsn,・2018-10-3 22:56, 3813, 1

[原创]PE文件解析  系列文章(一),优秀,Jabez,・2018-10-3 15:25, 10945, 14

[原创]HITCON Trainging lab13 heapcreator,优秀,Snowleo,・2018-10-3 10:43, 4798, 0

[原创]    2018国庆题叹息之墙WP,精华,瞧红尘,・2018-10-2 22:38, 1981, 0

[分享]X64_shellcdoe_GetAPI,关注,bambooqj,・2018-10-2 21:07, 2731, 3

[原创]叹息之墙wp,精华,fatykrch,・2018-10-2 00:21, 1991, 0

[原创]叹息之墙 writeup,精华,pzhxbz,・2018-10-1 23:12, 3266, 3

[原创](r0_0t) 叹息之墙 writeup,精华,Partridge,・2018-10-1 13:14, 1753, 0

[翻译]了解智能家居，揭示简单物联网产品的漏洞,优秀,欢歌笑语,・2018-10-1 11:50, 5854, 4

[原创]看雪2018国庆题--叹息之墙  writeup,精华,poyoten,・2018-9-30 08:44, 1763, 0

[原创]看雪2018国庆题分析(qwertyaa),精华,qwertyaa,・2018-9-30 06:13, 1683, 0

[原创]叹息之墙分析,精华,xiaofu,・2018-9-30 04:51, 4777, 1

叹息之墙,精华,风间仁,・2018-9-29 22:27, 2704, 1

[原创]某三国PKG文件解包,优秀,yimingqpa,・2018-9-29 13:53, 5225, 4

汇编层面分析函数调用,优秀,Jabez,・2018-9-28 22:23, 7365, 30

[原创]linux kernel pwn 分析(一)   强网杯core + ciscn babydriver,精华,obfuscation,・2018-9-28 17:33, 13104, 11

[原创]Android Hook 系列教程(二) 自己写APK实现Hook Java层函数,优秀,chpeagle,・2018-9-28 15:30, 9092, 4

[原创]用IOS12的捷径功能实现一键运行Linux脚本,优秀,OxLucifer,・2018-9-28 14:45, 13727, 7

[原创]深入解析VMP3.x_VM-Jcc指令爆破,优秀,xxdisasm,・2018-9-27 23:59, 7522, 23

[翻译]一个简单虚拟机的逆向,优秀,zplusplus,・2018-9-27 22:26, 5826, 3

[原创]微信免root自动抢红包，消息防撤回，群消息自动回复，多群同步发送消息,关注,switter,・2018-9-27 21:50, 10097, 35

[原创]win10_arm64 驱动注入dll 到 arm32程序,关注,囧囧,・2018-9-27 15:55, 6752, 4

[原创]Android Hook 系列教程(一) Xposed Hook 原理分析,优秀,chpeagle,・2018-9-27 15:16, 14925, 9

[原创]2018强网杯silent2,精华,Snowleo,・2018-9-26 20:47, 5005, 3

Windows 内核系列一: UAF基础,精华,wjzid,・2018-9-26 20:34, 9952, 27

[原创]尝试解下fairplayd(苹果|ios)的混淆(块调度),优秀,lpcdma,・2018-9-26 20:24, 11619, 7

[原创]ctf ptmalloc pwn unlink,优秀,obfuscation,・2018-9-26 15:39, 3568, 3

[原创]CVE-2017-5123 waitid本地提权分析,精华,obfuscation,・2018-9-26 15:34, 6396, 5

unlink 系列,精华,iddm,・2018-9-26 11:32, 16178, 9

[翻译]使用Python开始恶意软件分析,优秀,wangrin,・2018-9-25 23:26, 7457, 4

2015 plaidctf datastore(off by one),精华,iddm,・2018-9-21 20:13, 16289, 14

[原创]修改微信余额显示,优秀,昵称好麻烦,・2018-9-21 01:32, 18427, 35

[翻译]Windows 10 Segment Heap内部机理,优秀,玉涵,・2018-9-20 22:11, 13344, 6

linux动态注入(含视频演示),优秀,jmpcall,・2018-9-20 19:45, 4676, 4

[原创]tx一个简单而又弱智的漏洞,优秀,wuxiwudi,・2018-9-20 18:02, 3802, 4

[原创]CVE-2018-8373分析与复现,优秀,王cb,・2018-9-20 16:27, 4535, 1

[原创] 看我安排反虚拟机检测,关注,hzqst,・2018-9-20 11:14, 17607, 36

"[分享]绝对牛逼哄哄的shellcode内存注入,支持64,32,远程内存注入,支持VMP壳最大强度保护",优秀,lononan,・2018-9-20 08:36, 30746, 62

[原创]微软轻量级系统监控工具sysmon原理与实现完全分析（下篇）,优秀,basketwill,・2018-9-19 19:22, 3207, 2

[翻译]反射型DLL技术介绍,优秀,SpearMint,・2018-9-19 19:16, 6001, 4

[翻译]Windows 8堆内部机理,精华,玉涵,・2018-9-18 22:10, 2262, 4

[原创]微软轻量级系统监控工具sysmon原理与实现完全分析（上篇）,精华,basketwill,・2018-9-17 08:59, 5694, 8

[原创]【很有时间系列】讲讲怎么枚举MmMapViewInSystemSpace分配的内存,优秀,hzqst,・2018-9-14 17:24, 6249, 14

[原创][Flare-on5] Challenge6 magic -Writeup,精华,vvv_347,・2018-9-14 13:20, 5673, 3

[翻译]深入解析虚拟化（三）——XEN和类虚拟化,优秀,sudozhange,・2018-9-13 20:57, 5338, 4
